Episode,Reward
2168,1.0
2169,-1
2170,4.0
2171,1
2172,2.3
2173,-1
2174,0.19999999999999996
2175,-1
2176,-1
2177,0.5
2178,-1
2179,-1
2180,-1
2181,-1
2182,0.33333333333333326
2183,-1
2184,-1
2185,-1
2186,-1
2187,0.09090909090909083
2188,1.0
2189,-1
2190,3.25
2191,-1
2192,3.333333333333333
2193,-1
2194,-1
2195,-1
2196,-1
2197,-1
2198,0.1428571428571428
2199,-1
2200,-1
2201,-1
2202,3.25
2203,0.5
2204,-1
2205,-1
2206,0.16666666666666674
2207,1.0
2208,-1
2209,-1
2210,0.125
2211,-1
2212,0.125
2213,0.19999999999999996
2214,0.33333333333333326
2215,-1
2216,-1
2217,-1
2218,-1
2219,-1
2220,0.16666666666666674
2221,-1
2222,-1
2223,-1
2224,0.5
2225,0.33333333333333326
2226,-1
2227,-1
2228,-1
2229,-1
2230,-1
2231,-1
2232,0.5
2233,-1
2234,-1
2235,-1
2236,1
2237,-1
2238,-1
2239,-1
2240,2.625
2241,2.7
2242,2.583333333333333
2243,-1
2244,-1
2245,-1
2246,-1
2247,2.3666666666666667
2248,1
2249,-1
2250,-1
2251,-1
2252,-1
2253,1
2254,-1
2255,2.75
2256,-1
2257,-1
2258,-1
2259,1
2260,3.333333333333333
2261,0.5
2262,4
2263,0.5
2264,-1
2265,-1
2266,0.5
2267,1.0
2268,-1
2269,-1
2270,-1
2271,0.25
2272,-1
2273,-1
2274,0.11111111111111116
2275,-1
2276,-1
2277,-1
2278,-1
2279,-1
2280,-1
2281,-1
2282,-1
2283,3.125
2284,1
2285,-1
2286,1
2287,-1
2288,-1
2289,-1
2290,0.33333333333333326
2291,0.33333333333333326
2292,-1
2293,0.25
2294,-1
2295,3.5
2296,-1
2297,0.25
2298,4
2299,-1
2300,-1
2301,1.0
2302,0.5
2303,1.0
2304,0.19999999999999996
2305,3.5
2306,-1
2307,-1
2308,-1
2309,0.33333333333333326
2310,-1
2311,1
2312,-1
2313,-1
2314,0.33333333333333326
2315,-1
2316,-1
2317,0.125
2318,-1
2319,-1
2320,-1
2321,-1
2322,1
2323,1
2324,-1
2325,1.0
2326,-1
2327,1
2328,-1
2329,1
2330,0.33333333333333326
2331,1
2332,-1
2333,0.25
2334,3.5
2335,-1
2336,-1
2337,-1
2338,3.111111111111111
2339,0.5
2340,-1
2341,-1
2342,-1
2343,-1
2344,-1
2345,1
2346,-1
2347,-1
2348,4.0
2349,2.833333333333333
2350,0.33333333333333326
2351,-1
2352,-1
2353,-1
2354,-1
2355,-1
2356,1.0
2357,2.666666666666667
2358,-1
2359,-1
2360,3.166666666666667
2361,1.0
2362,-1
2363,-1
2364,-1
2365,-1
2366,-1
2367,0.5
2368,-1
2369,3.333333333333333
2370,-1
2371,-1
2372,3.5
2373,-1
2374,-1
2375,-1
2376,-1
2377,-1
2378,0.33333333333333326
2379,-1
2380,-1
2381,-1
2382,3.142857142857143
2383,-1
2384,-1
2385,-1
2386,0.125
2387,-1
2388,0.19999999999999996
2389,-1
2390,3.5
2391,-1
2392,1.0
2393,0.1428571428571428
2394,-1
2395,-1
2396,0.19999999999999996
2397,0.33333333333333326
2398,-1
2399,-1
2400,1
2401,-1
2402,-1
2403,4.0
2404,-1
2405,-1
2406,2.590909090909091
2407,-1
2408,1
2409,-1
2410,-1
2411,-1
2412,-1
2413,-1
2414,3.1
2415,-1
2416,-1
2417,0.16666666666666674
2418,-1
2419,3.5
2420,1
2421,0.33333333333333326
2422,-1
2423,-1
2424,-1
2425,0.19999999999999996
2426,-1
2427,0.16666666666666674
2428,0.33333333333333326
2429,-1
2430,-1
2431,2.4333333333333336
2432,-1
2433,0.5
2434,-1
2435,-1
2436,-1
2437,-1
2438,2.416666666666667
2439,0.10000000000000009
2440,0.125
2441,-1
2442,-1
2443,0.33333333333333326
2444,-1
2445,-1
2446,-1
2447,-1
2448,-1
2449,0.5
2450,3.125
2451,3.5
2452,1
2453,4
2454,0.10000000000000009
2455,3.5
2456,-1
2457,-1
2458,-1
2459,0.5
2460,-1
2461,-1
2462,0.10000000000000009
2463,-1
2464,-1
2465,0.5
2466,3.5
2467,0.5
2468,-1
2469,0.5
2470,-1
2471,0.25
2472,-1
2473,0.19999999999999996
2474,-1
2475,-1
2476,-1
2477,-1
2478,-1
2479,0.33333333333333326
2480,-1
2481,1
2482,-1
2483,0.33333333333333326
2484,0.5
2485,-1
2486,-1
2487,-1
2488,2.533333333333333
2489,3.5
2490,1
2491,1
2492,-1
2493,0.33333333333333326
2494,-1
2495,1.0
2496,-1
2497,-1
2498,-1
2499,-1
2500,0.10000000000000009
2501,3.5
2502,2.75
2503,2.533333333333333
2504,-1
2505,-1
2506,0.19999999999999996
2507,1
2508,-1
2509,2.75
2510,-1
2511,3.5
2512,0.19999999999999996
2513,1.0
2514,-1
2515,1.0
2516,-1
2517,0.25
2518,-1
2519,-1
2520,-1
2521,-1
2522,-1
2523,-1
2524,-1
2525,0.11111111111111116
2526,-1
2527,-1
2528,3.25
2529,-1
2530,-1
2531,-1
2532,-1
2533,-1
2534,2.375
2535,1.0
2536,-1
2537,-1
2538,2.533333333333333
2539,-1
2540,2.7
2541,-1
2542,-1
2543,0.19999999999999996
2544,2.833333333333333
2545,-1
2546,-1
2547,-1
2548,3.2
2549,-1
2550,-1
2551,-1
2552,0.5
2553,3.166666666666667
2554,4.0
2555,-1
2556,-1
2557,1
2558,2.416666666666667
2559,-1
2560,0.25
2561,-1
2562,0.5
2563,-1
2564,-1
2565,0.5
2566,-1
2567,-1
2568,-1
2569,1.0
2570,0.5
2571,0.5
2572,-1
2573,-1
2574,-1
2575,-1
2576,-1
2577,-1
2578,3.333333333333333
2579,-1
2580,2.833333333333333
2581,-1
2582,-1
2583,-1
2584,0.25
2585,-1
2586,-1
2587,2.6666666666666665
2588,-1
2589,-1
2590,3.333333333333333
2591,-1
2592,4.0
2593,3.142857142857143
2594,-1
2595,1
2596,1
2597,1.0
2598,1.0
2599,-1
2600,-1
2601,-1
2602,-1
2603,0.19999999999999996
2604,-1
2605,-1
2606,-1
2607,-1
2608,-1
2609,4
2610,-1
2611,-1
2612,-1
2613,-1
2614,2.833333333333333
2615,-1
2616,-1
2617,0.25
2618,-1
2619,-1
2620,0.1428571428571428
2621,-1
2622,-1
2623,0.5
2624,-1
2625,-1
2626,1
2627,-1
2628,0.5
2629,-1
2630,-1
2631,-1
2632,1.0
2633,-1
2634,1
2635,-1
2636,0.5
2637,-1
2638,-1
2639,0.5
2640,0.19999999999999996
2641,0.1428571428571428
2642,-1
2643,-1
2644,-1
2645,-1
2646,-1
2647,0.33333333333333326
2648,3.25
2649,2.291666666666667
2650,-1
2651,-1
2652,-1
2653,-1
2654,-1
2655,-1
2656,3.333333333333333
2657,-1
2658,3.111111111111111
2659,-1
2660,1
2661,-1
2662,-1
2663,-1
2664,-1
2665,-1
2666,3.25
2667,1
2668,-1
2669,1
2670,-1
2671,0.25
2672,0.25
2673,-1
2674,-1
2675,-1
2676,-1
2677,1.0
2678,0.16666666666666674
2679,-1
2680,-1
2681,-1
2682,-1
2683,0.19999999999999996
2684,-1
2685,-1
2686,-1
2687,1.0
2688,-1
2689,-1
2690,1.0
2691,-1
2692,-1
2693,-1
2694,2.6666666666666665
2695,3.333333333333333
2696,-1
2697,-1
2698,-1
2699,0.33333333333333326
2700,-1
2701,-1
2702,-1
2703,1.0
2704,0.5
2705,1
2706,-1
2707,-1
2708,3.333333333333333
2709,-1
2710,1.0
2711,2.416666666666667
2712,-1
2713,-1
2714,-1
2715,0.19999999999999996
2716,0.16666666666666674
2717,-1
2718,1.0
2719,1.0
2720,-1
2721,-1
2722,-1
2723,-1
2724,-1
2725,1.0
2726,2.5
2727,-1
2728,-1
2729,-1
2730,-1
2731,-1
2732,-1
2733,-1
2734,1.0
2735,-1
2736,-1
2737,0.10000000000000009
2738,1.0
2739,-1
2740,0.5
2741,-1
2742,-1
2743,0.1428571428571428
2744,1.0
2745,-1
2746,2.583333333333333
2747,-1
2748,0.5
2749,2.416666666666667
2750,-1
2751,-1
2752,-1
2753,1
2754,1
2755,1
2756,-1
2757,-1
2758,1
2759,-1
2760,0.33333333333333326
2761,1
2762,2.642857142857143
2763,-1
2764,-1
2765,-1
2766,-1
2767,-1
2768,0.1428571428571428
2769,1.0
2770,-1
2771,-1
2772,1.0
2773,4
2774,1.0
2775,4.0
2776,-1
2777,-1
2778,-1
2779,0.1428571428571428
2780,4.0
2781,1.0
2782,-1
2783,3.333333333333333
2784,-1
2785,1
2786,-1
2787,2.642857142857143
2788,1
2789,-1
2790,-1
2791,-1
2792,-1
2793,-1
2794,1.0
2795,-1
2796,-1
2797,4.0
2798,-1
2799,-1
2800,-1
2801,-1
2802,1
2803,-1
2804,-1
2805,0.19999999999999996
2806,-1
2807,1
2808,-1
2809,-1
2810,-1
2811,-1
2812,-1
2813,-1
2814,-1
2815,-1
2816,1
2817,-1
2818,-1
2819,-1
2820,0.33333333333333326
2821,1
2822,-1
2823,-1
2824,2.416666666666667
2825,-1
2826,-1
2827,-1
2828,2.583333333333333
2829,0.1428571428571428
2830,-1
2831,-1
2832,-1
2833,-1
2834,2.3095238095238093
2835,-1
2836,1
2837,0.19999999999999996
2838,-1
2839,-1
2840,-1
2841,-1
2842,4.0
2843,1.0
2844,-1
2845,-1
2846,-1
2847,2.7
2848,0.5
2849,-1
2850,-1
2851,-1
2852,4.0
2853,-1
2854,1.0
2855,-1
2856,1.0
2857,1.0
2858,1.0
2859,-1
2860,0.33333333333333326
2861,1.0
2862,-1
2863,-1
2864,3.5
2865,-1
2866,-1
2867,-1
2868,-1
2869,-1
2870,-1
2871,-1
2872,-1
2873,2.583333333333333
2874,-1
2875,-1
2876,-1
2877,-1
2878,1
2879,-1
2880,-1
2881,-1
2882,0.1428571428571428
2883,-1
2884,-1
2885,0.19999999999999996
2886,1
2887,-1
2888,-1
2889,-1
2890,-1
2891,-1
2892,3.166666666666667
2893,-1
2894,1.0
2895,-1
2896,-1
2897,1.0
2898,-1
2899,-1
2900,-1
2901,-1
2902,3.5
2903,1
2904,1.0
2905,0.19999999999999996
2906,-1
2907,-1
2908,-1
2909,-1
2910,3.2
2911,-1
2912,-1
2913,-1
2914,-1
2915,0.19999999999999996
2916,1
2917,0.33333333333333326
2918,3.166666666666667
2919,-1
2920,1.0
2921,3.333333333333333
2922,1.0
2923,-1
2924,-1
2925,-1
2926,1.0
2927,-1
2928,-1
2929,-1
2930,2.416666666666667
2931,-1
2932,3.111111111111111
2933,-1
2934,-1
2935,-1
2936,-1
2937,1.0
2938,-1
2939,1.0
2940,-1
2941,-1
2942,-1
2943,-1
2944,-1
2945,1
2946,-1
2947,-1
2948,1
2949,-1
2950,-1
2951,1
2952,-1
2953,0.16666666666666674
2954,-1
2955,-1
2956,0.25
2957,0.5
2958,-1
2959,0.25
2960,-1
2961,0.1428571428571428
2962,1.0
2963,-1
2964,-1
2965,-1
2966,-1
2967,-1
2968,-1
2969,0.125
2970,-1
2971,-1
2972,1
2973,-1
2974,2.291666666666667
2975,-1
2976,-1
2977,-1
2978,-1
2979,0.5
2980,1
2981,-1
2982,-1
2983,1.0
2984,-1
2985,1
2986,-1
2987,-1
2988,-1
2989,-1
2990,3.25
2991,-1
2992,3.25
2993,-1
2994,0.5
2995,-1
2996,0.33333333333333326
2997,1.0
2998,-1
2999,-1
3000,-1
3001,-1
3002,0.33333333333333326
3003,1.0
3004,1.0
3005,-1
3006,0.5
3007,4.0
3008,0.11111111111111116
3009,-1
3010,-1
3011,0.25
3012,4.0
3013,1.0
3014,3.25
3015,-1
3016,4.0
3017,-1
3018,-1
3019,-1
3020,0.11111111111111116
3021,-1
3022,-1
3023,-1
3024,0.5
3025,-1
3026,-1
3027,-1
3028,-1
3029,-1
3030,-1
3031,-1
3032,-1
3033,0.33333333333333326
3034,0.125
3035,4.0
3036,-1
3037,0.5
3038,-1
3039,0.125
3040,-1
3041,-1
3042,-1
3043,-1
3044,0.5
3045,-1
3046,1.0
3047,0.33333333333333326
3048,-1
3049,-1
3050,4.0
3051,-1
3052,-1
3053,1.0
3054,1.0
3055,-1
3056,0.1428571428571428
3057,4
3058,-1
3059,0.33333333333333326
3060,3.5
3061,3.0
3062,-1
3063,0.19999999999999996
3064,-1
3065,-1
3066,-1
3067,-1
3068,-1
3069,-1
3070,1
3071,1.0
3072,-1
3073,-1
3074,-1
3075,-1
3076,-1
3077,-1
3078,-1
3079,0.33333333333333326
3080,1.0
3081,1.0
3082,-1
3083,0.5
3084,-1
3085,-1
3086,3.5
3087,-1
3088,-1
3089,2.4761904761904763
3090,-1
3091,-1
3092,-1
3093,2.4761904761904763
3094,2.6666666666666665
3095,3.083333333333333
3096,3.166666666666667
3097,0.19999999999999996
3098,-1
3099,-1
3100,-1
3101,-1
3102,-1
3103,0.19999999999999996
3104,0.25
3105,0.33333333333333326
3106,-1
3107,-1
3108,-1
3109,0.5
3110,3.333333333333333
3111,-1
3112,-1
3113,3.25
3114,4
3115,-1
3116,1
3117,4
3118,-1
3119,-1
3120,-1
3121,2.642857142857143
3122,-1
3123,4
3124,-1
3125,-1
3126,0.19999999999999996
3127,-1
3128,-1
3129,-1
3130,-1
3131,-1
3132,-1
3133,-1
3134,-1
3135,-1
3136,0.19999999999999996
3137,-1
3138,-1
3139,1.0
3140,-1
3141,1.0
3142,-1
3143,-1
3144,3.142857142857143
3145,0.33333333333333326
3146,-1
3147,-1
3148,-1
3149,-1
3150,-1
3151,-1
3152,1.0
3153,1
3154,-1
3155,-1
3156,0.33333333333333326
3157,1.0
3158,1
3159,0.25
3160,1
3161,-1
3162,-1
3163,0.33333333333333326
3164,-1
3165,3.166666666666667
3166,-1
3167,-1
3168,1.0
3169,-1
3170,-1
3171,-1
3172,-1
3173,3.5
3174,0.33333333333333326
3175,-1
3176,4
3177,-1
3178,-1
3179,1.0
3180,0.19999999999999996
3181,4.0
3182,-1
3183,0.16666666666666674
3184,2.642857142857143
3185,4
3186,0.5
3187,-1
3188,1.0
3189,-1
3190,1
3191,-1
3192,2.45
3193,-1
3194,-1
3195,0.16666666666666674
3196,-1
3197,-1
3198,-1
3199,0.25
3200,1
3201,0.25
3202,-1
3203,-1
3204,-1
3205,0.5
3206,1
3207,4.0
3208,0.1428571428571428
3209,3.333333333333333
3210,-1
3211,-1
3212,-1
3213,-1
3214,1
3215,4
3216,0.16666666666666674
3217,1
3218,0.25
3219,3.111111111111111
3220,-1
3221,-1
3222,-1
3223,-1
3224,-1
3225,-1
3226,-1
3227,2.7
3228,-1
3229,-1
3230,-1
3231,-1
3232,-1
3233,-1
3234,-1
3235,0.25
3236,-1
3237,-1
3238,-1
3239,-1
3240,0.33333333333333326
3241,0.125
3242,-1
3243,-1
3244,0.19999999999999996
3245,0.25
3246,-1
3247,-1
3248,-1
3249,0.5
3250,-1
3251,-1
3252,-1
3253,0.25
3254,3.1
3255,1.0
3256,-1
3257,-1
3258,3.5
3259,-1
3260,0.5
3261,-1
3262,0.33333333333333326
3263,3.2
3264,0.33333333333333326
3265,-1
3266,-1
3267,4.0
3268,1.0
3269,1
3270,0.5
3271,-1
3272,1
3273,-1
3274,-1
3275,3.5
3276,0.19999999999999996
3277,1
3278,-1
3279,-1
3280,-1
3281,4
3282,0.25
3283,-1
3284,-1
3285,-1
3286,-1
3287,0.25
3288,4.0
3289,3.2
3290,1
3291,0.11111111111111116
3292,1.0
3293,1
3294,-1
3295,-1
3296,-1
3297,0.5
3298,1
3299,-1
3300,1
3301,-1
3302,2.7
3303,-1
3304,1.0
3305,-1
3306,-1
3307,-1
3308,1
3309,-1
3310,1
3311,-1
3312,-1
3313,0.5
3314,2.6666666666666665
3315,1.0
3316,0.10000000000000009
3317,-1
3318,-1
3319,0.25
3320,1
3321,-1
3322,-1
3323,-1
3324,-1
3325,-1
3326,-1
3327,-1
3328,-1
3329,-1
3330,-1
3331,4
3332,0.33333333333333326
3333,1.0
3334,-1
3335,-1
3336,0.10000000000000009
3337,-1
3338,1.0
3339,-1
3340,-1
3341,4
3342,-1
3343,0.33333333333333326
3344,3.111111111111111
3345,0.25
3346,-1
3347,-1
3348,3.0
3349,-1
3350,-1
3351,-1
3352,4.0
3353,-1
3354,1.0
3355,2.416666666666667
3356,0.16666666666666674
3357,-1
3358,-1
3359,-1
3360,-1
3361,2.833333333333333
3362,0.125
3363,2.253968253968254
3364,-1
3365,-1
3366,-1
3367,-1
3368,0.5
3369,-1
3370,1
3371,-1
3372,-1
3373,-1
3374,-1
3375,-1
3376,2.4444444444444446
3377,1
3378,-1
3379,2.625
3380,-1
3381,1
3382,-1
3383,-1
3384,-1
3385,-1
3386,-1
3387,-1
3388,-1
3389,-1
3390,0.16666666666666674
3391,-1
3392,0.33333333333333326
3393,-1
3394,-1
3395,-1
3396,-1
3397,-1
3398,-1
3399,0.33333333333333326
3400,0.16666666666666674
3401,-1
3402,-1
3403,3.25
3404,0.33333333333333326
3405,0.33333333333333326
3406,-1
3407,3.5
3408,-1
3409,-1
3410,2.6
3411,1
3412,-1
3413,-1
3414,-1
3415,-1
3416,2.583333333333333
3417,-1
3418,-1
3419,1
3420,-1
3421,-1
3422,-1
3423,0.5
3424,-1
3425,-1
3426,1
3427,0.19999999999999996
3428,-1
3429,-1
3430,0.5
3431,0.25
3432,-1
3433,-1
3434,-1
3435,-1
3436,-1
3437,-1
3438,1
3439,-1
3440,-1
3441,-1
3442,-1
3443,3.333333333333333
3444,-1
3445,4.0
3446,-1
3447,3.166666666666667
3448,-1
3449,2.666666666666667
3450,0.5
3451,-1
3452,3.25
3453,-1
3454,0.5
3455,-1
3456,-1
3457,0.16666666666666674
3458,-1
3459,-1
3460,-1
3461,0.5
3462,3.5
3463,-1
3464,-1
3465,-1
3466,-1
3467,-1
3468,-1
3469,-1
3470,2.3666666666666667
3471,3.2
3472,0.25
3473,-1
3474,-1
3475,1.0
3476,2.833333333333333
3477,0.11111111111111116
3478,0.11111111111111116
3479,1
3480,3.111111111111111
3481,3.166666666666667
3482,1.0
3483,-1
3484,-1
3485,-1
3486,-1
3487,-1
3488,-1
3489,3.25
3490,-1
3491,0.5
3492,-1
3493,-1
3494,-1
3495,-1
3496,3.5
3497,-1
3498,2.625
3499,1.0
3500,-1
3501,-1
3502,0.25
3503,-1
3504,2.583333333333333
3505,1.0
3506,-1
3507,-1
3508,-1
3509,-1
3510,0.16666666666666674
3511,2.583333333333333
3512,4
3513,-1
3514,1.0
3515,0.5
3516,-1
3517,3.5
3518,-1
3519,3.142857142857143
3520,-1
3521,1
3522,-1
3523,4
3524,-1
3525,1
3526,0.16666666666666674
3527,3.5
3528,-1
3529,0.19999999999999996
3530,4.0
3531,0.5
3532,1
3533,-1
3534,-1
3535,-1
3536,1
3537,-1
3538,0.5
3539,0.33333333333333326
3540,-1
3541,2.75
3542,-1
3543,1.0
3544,0.125
3545,1.0
3546,-1
3547,2.3666666666666667
3548,0.19999999999999996
3549,3.125
3550,1
3551,0.19999999999999996
3552,0.16666666666666674
3553,1
3554,1
3555,0.125
3556,2.4
3557,0.5
3558,-1
3559,0.125
3560,3.5
3561,-1
3562,-1
3563,-1
3564,-1
3565,-1
3566,-1
3567,-1
3568,0.16666666666666674
3569,0.5
3570,-1
3571,-1
3572,-1
3573,-1
3574,3.5
3575,-1
3576,1
3577,-1
3578,2.35
3579,-1
3580,-1
3581,-1
3582,-1
3583,3.5
3584,-1
3585,-1
3586,0.125
3587,-1
3588,4.0
3589,-1
3590,-1
3591,-1
3592,3.142857142857143
3593,0.33333333333333326
3594,3.333333333333333
3595,-1
3596,0.19999999999999996
3597,-1
3598,-1
3599,-1
3600,1
3601,-1
3602,-1
3603,-1
3604,4
3605,-1
3606,1.0
3607,-1
3608,3.333333333333333
3609,1.0
3610,-1
3611,-1
3612,-1
3613,-1
3614,-1
3615,3.25
3616,-1
3617,-1
3618,-1
3619,0.25
3620,1
3621,-1
3622,-1
3623,0.25
3624,-1
3625,-1
3626,-1
3627,4
3628,1
3629,4.0
3630,3.5
3631,-1
3632,-1
3633,0.25
3634,0.25
3635,3.25
3636,3.142857142857143
3637,0.5
3638,-1
3639,3.111111111111111
3640,-1
3641,2.833333333333333
3642,-1
3643,0.33333333333333326
3644,-1
3645,3.25
3646,1.0
3647,1
3648,-1
3649,0.33333333333333326
3650,-1
3651,-1
3652,-1
3653,0.16666666666666674
3654,-1
3655,-1
3656,-1
3657,-1
3658,-1
3659,-1
3660,3.5
3661,-1
3662,-1
3663,0.33333333333333326
3664,3.142857142857143
3665,3.333333333333333
3666,2.3428571428571425
3667,4
3668,0.33333333333333326
3669,3.166666666666667
3670,-1
3671,-1
3672,-1
3673,-1
3674,-1
3675,3.5
3676,0.19999999999999996
3677,4
3678,-1
3679,-1
3680,2.375
3681,3.25
3682,-1
3683,0.5
3684,-1
3685,-1
3686,-1
3687,0.19999999999999996
3688,-1
3689,-1
3690,-1
3691,-1
3692,2.611111111111111
3693,0.25
3694,0.125
3695,-1
3696,-1
3697,-1
3698,0.25
3699,0.19999999999999996
3700,0.19999999999999996
3701,-1
3702,-1
3703,-1
3704,-1
3705,0.1428571428571428
3706,-1
3707,-1
3708,-1
3709,-1
3710,-1
3711,0.16666666666666674
3712,-1
3713,-1
3714,1.0
3715,0.16666666666666674
3716,-1
3717,0.16666666666666674
3718,3.25
3719,-1
3720,-1
3721,-1
3722,-1
3723,-1
3724,-1
3725,2.7
3726,2.75
3727,0.25
3728,-1
3729,-1
3730,-1
3731,-1
3732,-1
3733,0.5
3734,1
3735,-1
3736,-1
3737,1
3738,-1
3739,-1
3740,-1
3741,-1
3742,0.33333333333333326
3743,-1
3744,-1
3745,-1
3746,-1
3747,1
3748,-1
3749,-1
3750,-1
3751,-1
3752,-1
3753,-1
3754,0.25
3755,-1
3756,-1
3757,0.5
3758,1
3759,-1
3760,3.2
3761,-1
3762,-1
3763,0.07692307692307687
3764,-1
3765,1.0
3766,-1
3767,-1
3768,-1
3769,3.25
3770,0.33333333333333326
3771,0.33333333333333326
3772,-1
3773,-1
3774,-1
3775,4.0
3776,-1
3777,-1
3778,1.0
3779,1.0
3780,-1
3781,-1
3782,0.33333333333333326
3783,-1
3784,-1
3785,-1
3786,-1
3787,-1
3788,-1
3789,0.33333333333333326
3790,-1
3791,1
3792,-1
3793,-1
3794,-1
3795,3.2
3796,-1
3797,-1
3798,0.09090909090909083
3799,-1
3800,2.833333333333333
3801,-1
3802,2.7
3803,1
3804,0.5
3805,-1
3806,-1
3807,-1
3808,0.10000000000000009
3809,3.333333333333333
3810,2.35
3811,0.11111111111111116
3812,-1
3813,-1
3814,-1
3815,3.166666666666667
3816,0.19999999999999996
3817,-1
3818,-1
3819,-1
3820,-1
3821,0.25
3822,-1
3823,2.625
3824,-1
3825,2.533333333333333
3826,0.1428571428571428
3827,-1
3828,-1
3829,-1
3830,-1
3831,-1
3832,0.1428571428571428
3833,0.25
3834,1
3835,-1
3836,-1
3837,-1
3838,1
3839,0.5
3840,0.33333333333333326
3841,-1
3842,-1
3843,3.333333333333333
3844,-1
3845,-1
3846,1.0
3847,-1
3848,-1
3849,-1
3850,0.1428571428571428
3851,-1
3852,-1
3853,-1
3854,1.0
3855,3.090909090909091
3856,3.333333333333333
3857,1
3858,-1
3859,-1
3860,0.10000000000000009
3861,-1
3862,-1
3863,-1
3864,3.333333333333333
3865,-1
3866,-1
3867,-1
3868,1.0
3869,-1
3870,-1
3871,1.0
3872,-1
3873,-1
3874,-1
3875,0.19999999999999996
3876,-1
3877,-1
3878,-1
3879,0.125
3880,-1
3881,-1
3882,-1
3883,0.25
3884,-1
3885,-1
3886,-1
3887,3.25
3888,-1
3889,-1
3890,0.33333333333333326
3891,0.5
3892,-1
3893,-1
3894,1.0
3895,-1
3896,-1
3897,-1
3898,3.2
3899,1
3900,3.166666666666667
3901,-1
3902,0.08333333333333326
3903,-1
3904,-1
3905,-1
3906,-1
3907,-1
3908,-1
3909,-1
3910,-1
3911,-1
3912,-1
3913,-1
3914,-1
3915,-1
3916,-1
3917,1.0
3918,0.5
3919,-1
3920,-1
3921,1.0
3922,0.25
3923,4
3924,-1
3925,0.25
3926,-1
3927,-1
3928,-1
3929,-1
3930,-1
3931,-1
3932,0.33333333333333326
3933,-1
3934,0.19999999999999996
3935,-1
3936,0.16666666666666674
3937,-1
3938,2.35
3939,-1
3940,3.166666666666667
3941,-1
3942,-1
3943,0.19999999999999996
3944,-1
3945,-1
3946,-1
3947,1.0
3948,-1
3949,3.333333333333333
3950,-1
3951,-1
3952,-1
3953,1.0
3954,-1
3955,-1
3956,-1
3957,1.0
3958,1
3959,-1
3960,0.33333333333333326
3961,-1
3962,-1
3963,3.111111111111111
3964,-1
3965,-1
3966,-1
3967,-1
3968,-1
3969,1.0
3970,0.5
3971,-1
3972,-1
3973,4.0
3974,-1
3975,0.11111111111111116
3976,2.533333333333333
3977,-1
3978,4
3979,0.125
3980,-1
3981,-1
3982,0.25
3983,0.33333333333333326
3984,-1
3985,-1
3986,-1
3987,2.4166666666666665
3988,-1
3989,0.1428571428571428
3990,0.25
3991,3.125
3992,-1
3993,1
3994,1
3995,4.0
3996,-1
3997,-1
3998,-1
3999,2.416666666666667
4000,0.25
4001,2.267857142857143
4002,-1
4003,-1
4004,-1
4005,0.33333333333333326
4006,1.0
4007,1.0
4008,-1
4009,-1
4010,1
4011,3.25
4012,-1
4013,-1
4014,0.33333333333333326
4015,-1
4016,-1
4017,-1
4018,1
4019,1.0
4020,1
4021,2.6
4022,3.125
4023,1
4024,-1
4025,0.5
4026,-1
4027,-1
4028,2.4333333333333336
4029,-1
4030,-1
4031,-1
4032,-1
4033,3.2
4034,-1
4035,0.5
4036,1.0
4037,-1
4038,1
4039,-1
4040,-1
4041,-1
4042,-1
4043,4
4044,0.1428571428571428
4045,-1
4046,-1
4047,0.19999999999999996
4048,-1
4049,-1
4050,2.833333333333333
4051,-1
4052,0.5
4053,-1
4054,2.833333333333333
4055,-1
4056,1.0
4057,-1
4058,0.5
4059,0.125
4060,-1
4061,-1
4062,-1
4063,-1
4064,-1
4065,0.16666666666666674
4066,0.16666666666666674
4067,-1
4068,1
4069,1.0
4070,-1
4071,-1
4072,-1
4073,-1
4074,0.19999999999999996
4075,-1
4076,-1
4077,-1
4078,0.33333333333333326
4079,1
4080,-1
4081,-1
4082,1.0
4083,0.19999999999999996
4084,-1
4085,4.0
4086,4.0
4087,3.166666666666667
4088,0.19999999999999996
4089,-1
4090,1.0
4091,3.2
4092,-1
4093,-1
4094,-1
4095,0.33333333333333326
4096,0.5
4097,-1
4098,3.5
4099,0.33333333333333326
4100,1
4101,-1
4102,-1
4103,-1
4104,-1
4105,3.2
4106,-1
4107,1
4108,0.25
4109,-1
4110,2.5
4111,-1
4112,0.1428571428571428
4113,3.5
4114,1
4115,-1
4116,3.166666666666667
4117,4
4118,2.5
4119,-1
4120,4
4121,3.25
4122,4.0
4123,0.33333333333333326
4124,0.19999999999999996
4125,1.0
4126,1
4127,1
4128,-1
4129,3.5
4130,-1
4131,-1
4132,4.0
4133,-1
4134,1
4135,0.16666666666666674
4136,-1
4137,3.2
4138,-1
4139,0.25
4140,1.0
4141,-1
4142,3.5
4143,-1
4144,2.2337662337662336
4145,-1
4146,3.125
4147,1
4148,-1
4149,-1
4150,-1
4151,-1
4152,0.25
4153,-1
4154,-1
4155,-1
4156,0.5
4157,-1
4158,-1
4159,-1
4160,-1
4161,3.5
4162,-1
4163,-1
4164,4
4165,0.16666666666666674
4166,-1
4167,-1
4168,3.25
4169,-1
4170,1
4171,-1
4172,-1
4173,-1
4174,-1
4175,-1
4176,-1
4177,-1
4178,-1
4179,0.25
4180,-1
4181,-1
4182,0.1428571428571428
4183,1.0
4184,-1
4185,-1
