avg_attacker_episode_rewards,avg_defender_episode_rewards,avg_episode_steps,epsilon_values,hack_probability,attacker_cumulative_reward,defender_cumulative_reward,avg_episode_loss_attacker,avg_episode_loss_defender,lr_list,cumulative_hack_probability
-0.349577380952381,0.685,2.735,0.009997382962924335,0.105,-3171.3859085359054,7482,0.0,0.0,0.001,0.10202759003795944
-0.35173809523809524,0.745,2.895,0.009997382962924335,0.085,-3241.733527583524,7631,0.0,0.0,0.001,0.10171802563403327
-0.2902301587301588,0.685,2.98,0.009997382962924335,0.105,-3299.7795593295555,7768,0.0,0.0,0.001,0.10177662708686724
-0.37745238095238093,0.73,2.95,0.009997382962924335,0.09,-3374.270035520031,7913,0.0,0.0,0.001,0.10157003771598982
-0.40149999999999997,0.73,2.84,0.009997382962924335,0.09,-3454.5700355200315,8059,0.0,0.0,0.001,0.10137057150245668
-0.372202380952381,0.76,3.005,0.009997382962924335,0.08,-3529.010511710507,8211,0.0,0.0,0.001,0.10100838911956614
-0.21619444444444447,0.64,2.99,0.009997382962924335,0.12,-3572.2494005993954,8339,0.0,0.0,0.001,0.10132488959253395
-0.3814444444444445,0.745,2.97,0.009997382962924335,0.085,-3647.538289488284,8487,0.0,0.0,0.001,0.10105729038603393
-0.37425,0.76,2.71,0.009997382962924335,0.08,-3722.3882894882836,8639,0.0,0.0,0.001,0.10071768405773728
-0.23713721001221003,0.64,3.02,0.009997382962924335,0.12,-3769.8157314907253,8767,0.0,0.0,0.001,0.10102372827553369
-0.43927777777777777,0.775,2.805,0.009997382962924335,0.075,-3856.671287046281,8921,0.0,0.0,0.001,0.10061713928599328
-0.21329545454545457,0.67,2.98,0.009997382962924335,0.11,-3899.3303779553717,9055,0.0,0.0,0.001,0.1007614798861626
-0.21244444444444446,0.61,2.83,0.009997382962924335,0.13,-3941.8192668442593,9177,0.0,0.0,0.001,0.10120445420801455
-0.21724404761904764,0.61,3.065,0.009997382962924335,0.13,-3985.268076368068,9299,0.0,0.0,0.001,0.10163420640250728
-0.25240476190476197,0.61,3.085,0.009997382962924335,0.13,-4036.249028749019,9420,0.0,0.0,0.001,0.1020513197559003
-0.4245357142857143,0.76,2.745,0.009997382962924335,0.08,-4119.656171606162,9572,0.0,0.0,0.001,0.1017317585682197
-0.2673968253968254,0.685,3.03,0.009997382962924335,0.105,-4177.135536685527,9712,0.0,0.0,0.001,0.1017784443968288
-0.31365476190476194,0.7,3.16,0.009997382962924335,0.1,-4235.8664890664795,9849,0.0,0.0,0.001,0.10175339764805295
-0.4240833333333333,0.715,2.695,0.009997382962924335,0.095,-4319.683155733146,9991,0.0,0.0,0.001,0.10165960697173808
-0.20720238095238097,0.595,3.135,0.009997382962924335,0.135,-4361.123631923624,10110,0.0,0.0,0.001,0.10211629340456133
-0.42936904761904765,0.775,3.15,0.009997382962924335,0.075,-4446.9974414474345,10265,0.0,0.0,0.001,0.10174988176474563
-0.34261111111111103,0.775,3.0,0.009997382962924335,0.075,-4515.519663669657,10420,0.0,0.0,0.001,0.10139324045063662
-0.3642344322344322,0.7,2.78,0.009997382962924335,0.1,-4587.366550116546,10559,0.0,0.0,0.001,0.10137490954542465
-0.3147142857142857,0.685,2.96,0.009997382962924335,0.105,-4650.309407259406,10696,0.0,0.0,0.001,0.1014219855853516
-0.33941666666666664,0.7,2.99,0.009997382962924335,0.1,-4718.19274059274,10836,0.0,0.0,0.001,0.10140375616947632
-0.31064087301587306,0.7,3.04,0.009997382962924335,0.1,-4781.320915195917,10975,0.0,0.0,0.001,0.10138598822859313
-0.273218253968254,0.625,3.14,0.009997382962924335,0.125,-4835.96456598957,11100,0.0,0.0,0.001,0.10168114492844198
-0.25361904761904763,0.7,3.13,0.009997382962924335,0.1,-4886.68837551338,11240,0.0,0.0,0.001,0.10166039133386828
-0.23949404761904763,0.625,2.885,0.009997382962924335,0.125,-4934.587185037192,11365,0.0,0.0,0.001,0.10194500335345406
-0.16732738095238098,0.655,3.065,0.009997382962924335,0.115,-4967.05266122767,11495,0.0,0.0,0.001,0.1021022829950003
-0.3050357142857143,0.67,2.805,0.009997382962924335,0.11,-5032.3931374181475,11632,0.0,0.0,0.001,0.10219629783941432
-0.35436904761904764,0.685,2.84,0.009997382962924335,0.105,-5100.933613608627,11766,0.0,0.0,0.001,0.10222928063055114
-0.38289682539682546,0.7,2.925,0.009997382962924335,0.1,-5175.512978687993,11906,0.0,0.0,0.001,0.10220336026975176
-0.32387283549783547,0.7,2.885,0.009997382962924335,0.1,-5239.2875457875625,12045,0.0,0.0,0.001,0.10217803574507212
-0.2261468253968254,0.61,3.01,0.009997382962924335,0.13,-5288.766910866929,12170,0.0,0.0,0.001,0.10249417646724618
-0.277702380952381,0.67,2.97,0.009997382962924335,0.11,-5340.057387057407,12301,0.0,0.0,0.001,0.10257850682545924
-0.4015833333333334,0.76,3.005,0.009997382962924335,0.08,-5420.3740537240765,12453,0.0,0.0,0.001,0.10232764846397423
