episode,attacker_reward,defender_reward,epsilon,hack_probability,episode_length
69,-1.0,1,0.7111635524897149,0.0,5
70,-1.0,1,0.7076077347272662,0.0,9
71,-1.0,1,0.7040696960536299,0.0,1
72,-1.0,1,0.7005493475733617,0.0,1
73,0.16666666666666674,1,0.697046600835495,0.0,8
74,-1.0,1,0.6935613678313175,0.0,1
75,-1.0,1,0.6900935609921609,0.0,1
76,-1.0,1,0.6866430931872001,0.0,10
77,3.142857142857143,-2,0.6832098777212641,0.0,9
78,0.1428571428571428,1,0.6797938283326578,0.0,12
79,-1.0,1,0.6763948591909945,0.0,2
80,-1.0,1,0.6730128848950395,0.0,2
81,3.166666666666667,-2,0.6696478204705644,0.0,9
82,1.0,1,0.6662995813682115,0.0,5
83,-1.0,1,0.6629680834613705,0.0,5
84,0.25,1,0.6596532430440636,0.0,9
85,-1.0,1,0.6563549768288433,0.0,7
86,-1.0,1,0.653073201944699,0.0,3
87,-1.0,1,0.6498078359349755,0.0,2
88,-1.0,1,0.6465587967553006,0.0,1
89,-1.0,1,0.6433260027715241,0.0,4
90,-1.0,1,0.6401093727576664,0.0,3
91,-1.0,1,0.6369088258938781,0.0,1
92,1.0,1,0.6337242817644086,0.0,5
93,1.0,1,0.6305556603555866,0.0,3
94,-1.0,1,0.6274028820538087,0.0,6
95,1.0,1,0.6242658676435396,0.0,6
96,0.16666666666666674,1,0.6211445383053219,0.0,8
97,-1.0,1,0.6180388156137953,0.0,7
98,-1.0,1,0.6149486215357263,0.0,1
99,0.11111111111111116,1,0.6118738784280476,0.0,21
100,-1.0,1,0.6088145090359074,0.0,2
101,2.75,-2,0.6057704364907278,0.0,8
102,-1.0,1,0.6027415843082742,0.0,1
103,-1.0,1,0.5997278763867329,0.0,1
104,-1.0,1,0.5967292370047992,0.0,1
105,-1.0,1,0.5937455908197752,0.0,10
106,3.166666666666667,-2,0.5907768628656763,0.0,8
107,-1.0,1,0.5878229785513479,0.0,2
108,1.0,1,0.5848838636585911,0.0,4
109,0.1428571428571428,1,0.5819594443402982,0.0,9
110,-1.0,1,0.5790496471185967,0.0,4
111,-1.0,1,0.5761543988830038,0.0,2
112,-1.0,1,0.5732736268885887,0.0,2
113,-1.0,1,0.5704072587541458,0.0,1
114,-1.0,1,0.567555222460375,0.0,3
115,-1.0,1,0.5647174463480732,0.0,1
116,-1.0,1,0.5618938591163328,0.0,2
117,-1.0,1,0.5590843898207511,0.0,1
118,-1.0,1,0.5562889678716474,0.0,1
119,-1.0,1,0.5535075230322891,0.0,5
120,2.291666666666667,-2,0.5507399854171277,0.0,16
121,1.0,1,0.547986285490042,0.0,4
122,-1.0,1,0.5452463540625918,0.0,9
123,-1.0,1,0.5425201222922789,0.0,4
124,-1.0,1,0.5398075216808175,0.0,1
125,-1.0,1,0.5371084840724134,0.0,2
126,-1.0,1,0.5344229416520513,0.0,1
127,-1.0,1,0.531750826943791,0.0,2
128,-1.0,1,0.5290920728090721,0.0,1
129,0.33333333333333326,1,0.5264466124450268,0.0,7
130,-1.0,1,0.5238143793828016,0.0,5
131,-1.0,1,0.5211953074858876,0.0,3
132,-1.0,1,0.5185893309484582,0.0,1
133,-1.0,1,0.5159963842937159,0.0,4
134,1.0,1,0.5134164023722473,0.0,3
135,-1.0,1,0.510849320360386,0.0,1
136,2.7,-2,0.5082950737585841,0.0,9
137,1.0,1,0.5057535983897912,0.0,3
138,-1.0,1,0.5032248303978422,0.0,2
139,-1.0,1,0.500708706245853,0.0,1
140,1.0,1,0.4982051627146237,0.0,4
141,-1.0,1,0.49571413690105054,0.0,2
142,-1.0,1,0.4932355662165453,0.0,1
143,1.0,1,0.4907693883854626,0.0,2
144,-1.0,1,0.4883155414435353,0.0,1
145,-1.0,1,0.4858739637363176,0.0,3
146,1.0,1,0.483444593917636,0.0,4
147,0.1428571428571428,1,0.4810273709480478,0.0,12
148,1.0,1,0.47862223409330756,0.0,4
149,-1.0,1,0.47622912292284103,0.0,2
150,3.25,-2,0.4738479773082268,0.0,7
151,-1.0,1,0.47147873742168567,0.0,1
152,0.5,1,0.46912134373457726,0.0,4
153,3.166666666666667,-2,0.46677573701590436,0.0,8
154,2.458333333333333,-2,0.46444185833082485,0.0,13
155,3.166666666666667,-2,0.46211964903917074,0.0,9
156,1.0,1,0.4598090507939749,0.0,4
157,-1.0,1,0.457510005540005,0.0,2
158,-1.0,1,0.45522245551230495,0.0,7
159,-1.0,1,0.4529463432347434,0.0,1
160,-1.0,1,0.4506816115185697,0.0,3
161,-1.0,1,0.4484282034609769,0.0,5
162,0.5,1,0.446186062443672,0.0,5
163,-1.0,1,0.4439551321314536,0.0,2
164,-1.0,1,0.4417353564707963,0.0,4
165,-1.0,1,0.43952667968844233,0.0,1
166,-1.0,1,0.43732904629000013,0.0,3
167,0.1428571428571428,1,0.4351424010585501,0.0,9
168,2.75,-2,0.43296668905325736,0.0,8
169,-1.0,1,0.43080185560799106,0.0,2
170,-1.0,1,0.4286478463299511,0.0,3
171,-1.0,1,0.42650460709830135,0.0,1
172,-1.0,1,0.42437208406280985,0.0,4
173,-1.0,1,0.4222502236424958,0.0,8
174,1.0,1,0.42013897252428334,0.0,7
175,-1.0,1,0.4180382776616619,0.0,5
176,-1.0,1,0.4159480862733536,0.0,9
177,-1.0,1,0.41386834584198684,0.0,1
178,-1.0,1,0.4117990041127769,0.0,3
179,-1.0,1,0.40974000909221303,0.0,1
180,3.2,-2,0.40769130904675194,0.0,7
181,0.5,1,0.40565285250151817,0.0,4
182,0.1428571428571428,1,0.4036245882390106,0.0,12
183,0.25,1,0.4016064652978155,0.0,6
184,-1.0,1,0.3995984329713264,0.0,2
185,3.25,-2,0.3976004408064698,0.0,7
186,-1.0,1,0.39561243860243744,0.0,2
187,-1.0,1,0.3936343764094253,0.0,2
188,-1.0,1,0.39166620452737816,0.0,4
189,-1.0,1,0.3897078735047413,0.0,1
190,-1.0,1,0.3877593341372176,0.0,1
191,3.125,-2,0.3858205374665315,0.0,11
192,-1.0,1,0.38389143477919885,0.0,2
193,-1.0,1,0.3819719776053028,0.0,4
194,-1.0,1,0.3800621177172763,0.0,7
195,-1.0,1,0.37816180712868996,0.0,5
196,0.25,1,0.37627099809304654,0.0,7
197,-1.0,1,0.3743896431025813,0.0,1
198,-1.0,1,0.37251769488706843,0.0,3
199,-1.0,1,0.3706551064126331,0.0,4
200,0.19999999999999996,1,0.36880183088056995,0.0,10
201,-1.0,1,0.3669578217261671,0.0,1
202,3.166666666666667,-2,0.36512303261753626,0.0,8
203,3.2,-2,0.3632974174544486,0.0,7
204,-1.0,1,0.3614809303671764,0.0,4
205,0.25,1,0.3596735257153405,0.0,6
206,-1.0,1,0.3578751580867638,0.0,3
207,-1.0,1,0.35608578229633,0.0,5
208,-1.0,1,0.3543053533848483,0.0,1
209,4.0,-2,0.35253382661792404,0.0,3
210,-1.0,1,0.3507711574848344,0.0,9
211,-1.0,1,0.34901730169741024,0.0,3
212,-1.0,1,0.3472722151889232,0.0,1
213,0.33333333333333326,1,0.3455358541129786,0.0,6
214,-1.0,1,0.3438081748424137,0.0,1
215,0.33333333333333326,1,0.3420891339682016,0.0,5
216,0.5,1,0.3403786882983606,0.0,5
217,-1.0,1,0.3386767948568688,0.0,1
218,-1.0,1,0.33698341088258443,0.0,1
219,3.125,-2,0.3352984938281715,0.0,10
220,2.458333333333333,-2,0.33362200135903064,0.0,13
221,-1.0,1,0.33195389135223546,0.0,4
222,3.2,-2,0.3302941218954743,0.0,8
223,-1.0,1,0.32864265128599696,0.0,2
224,-1.0,1,0.326999438029567,0.0,8
225,0.33333333333333326,1,0.3253644408394192,0.0,5
226,-1.0,1,0.3237376186352221,0.0,2
227,-1.0,1,0.322118930542046,0.0,1
228,-1.0,1,0.32050833588933575,0.0,2
229,-1.0,1,0.31890579420988907,0.0,3
230,1.0,1,0.3173112652388396,0.0,8
231,0.25,1,0.3157247089126454,0.0,7
232,-1.0,1,0.3141460853680822,0.0,3
233,-1.0,1,0.3125753549412418,0.0,2
234,0.5,1,0.31101247816653554,0.0,7
235,0.19999999999999996,1,0.30945741577570285,0.0,8
236,-1.0,1,0.3079101286968243,0.0,2
237,-1.0,1,0.3063705780533402,0.0,5
238,-1.0,1,0.30483872516307353,0.0,1
239,3.5,-2,0.3033145315372582,0.0,4
240,-1.0,1,0.3017979588795719,0.0,1
241,0.25,1,0.30028896908517405,0.0,6
242,-1.0,1,0.2987875242397482,0.0,5
243,1.0,1,0.29729358661854943,0.0,3
244,3.333333333333333,-2,0.29580711868545667,0.0,6
245,3.5,-2,0.2943280830920294,0.0,4
246,3.5,-2,0.29285644267656924,0.0,4
247,-1.0,1,0.2913921604631864,0.0,1
248,-1.0,1,0.28993519966087045,0.0,2
249,2.6666666666666665,-2,0.2884855236625661,0.0,8
250,-1.0,1,0.28704309604425327,0.0,1
251,-1.0,1,0.285607880564032,0.0,7
252,2.392857142857143,-2,0.28417984116121187,0.0,13
253,-1.0,1,0.2827589419554058,0.0,1
254,-1.0,1,0.28134514724562876,0.0,3
255,3.2,-2,0.2799384215094006,0.0,7
256,-1.0,1,0.27853872940185365,0.0,1
257,-1.0,1,0.27714603575484437,0.0,1
258,0.16666666666666674,1,0.2757603055760701,0.0,14
259,1.0,1,0.2743815040481898,0.0,5
260,-1.0,1,0.2730095965279488,0.0,3
261,4.0,-2,0.27164454854530906,0.0,2
262,-1.0,1,0.2702863258025825,0.0,3
263,0.33333333333333326,1,0.2689348941735696,0.0,6
264,-1.0,1,0.26759021970270175,0.0,4
265,-1.0,1,0.2662522686041882,0.0,3
266,0.25,1,0.2649210072611673,0.0,9
267,-1.0,1,0.26359640222486147,0.0,2
268,-1.0,1,0.26227842021373715,0.0,3
269,-1.0,1,0.2609670281126685,0.0,1
270,2.3428571428571425,-2,0.25966219297210513,0.0,14
271,-1.0,1,0.2583638820072446,0.0,3
272,-1.0,1,0.2570720625972084,0.0,4
273,-1.0,1,0.25578670228422234,0.0,2
274,-1.0,1,0.25450776877280124,0.0,11
275,-1.0,1,0.2532352299289372,0.0,5
276,-1.0,1,0.2519690537792925,0.0,2
277,-1.0,1,0.2507092085103961,0.0,4
278,-1.0,1,0.2494556624678441,0.0,4
279,3.5,-2,0.24820838415550486,0.0,4
280,-1.0,1,0.24696734223472733,0.0,3
281,-1.0,1,0.2457325055235537,0.0,2
282,-1.0,1,0.24450384299593592,0.0,1
283,1.0,1,0.24328132378095624,0.0,2
284,-1.0,1,0.24206491716205145,0.0,2
285,1.0,1,0.2408545925762412,0.0,2
286,-1.0,1,0.23965031961336,0.0,2
287,-1.0,1,0.2384520680152932,0.0,2
288,0.33333333333333326,1,0.23725980767521673,0.0,6
289,-1.0,1,0.23607350863684065,0.0,5
290,-1.0,1,0.23489314109365644,0.0,4
291,-1.0,1,0.23371867538818816,0.0,2
292,1.0,1,0.23255008201124722,0.0,2
293,-1.0,1,0.231387331601191,0.0,1
294,-1.0,1,0.23023039494318503,0.0,6
295,-1.0,1,0.2290792429684691,0.0,2
296,0.16666666666666674,1,0.22793384675362674,0.0,12
297,0.25,1,0.22679417751985861,0.0,7
298,2.666666666666667,-2,0.22566020663225933,0.0,10
299,-1.0,1,0.22453190559909803,0.0,5
300,4.0,-2,0.22340924607110255,0.0,3
301,1.0,1,0.22229219984074702,0.0,6
302,3.125,-2,0.2211807388415433,0.0,10
303,-1.0,1,0.22007483514733558,0.0,2
304,-1.0,1,0.2189744609715989,0.0,5
305,0.16666666666666674,1,0.2178795886667409,0.0,9
306,1.0,1,0.2167901907234072,0.0,5
307,-1.0,1,0.21570623976979014,0.0,5
308,-1.0,1,0.21462770857094118,0.0,5
309,4.0,-2,0.21355457002808648,0.0,2
310,1.0,1,0.21248679717794605,0.0,7
311,-1.0,1,0.21142436319205632,0.0,4
312,-1.0,1,0.21036724137609603,0.0,5
313,2.833333333333333,-2,0.20931540516921554,0.0,7
314,-1.0,1,0.20826882814336947,0.0,6
315,-1.0,1,0.20722748400265262,0.0,1
316,-1.0,1,0.20619134658263935,0.0,2
317,-1.0,1,0.20516038984972615,0.0,1
318,-1.0,1,0.2041345879004775,0.0,1
319,3.5,-2,0.2031139149609751,0.0,5
320,-1.0,1,0.20209834538617025,0.0,1
321,-1.0,1,0.2010878536592394,0.0,1
322,3.166666666666667,-2,0.2000824143909432,0.0,8
323,-1.0,1,0.19908200231898848,0.0,1
324,-1.0,1,0.19808659230739353,0.0,2
325,-1.0,1,0.19709615934585656,0.0,1
326,0.33333333333333326,1,0.19611067854912728,0.0,6
327,-1.0,1,0.19513012515638165,0.0,2
328,-1.0,1,0.19415447453059972,0.0,1
329,-1.0,1,0.19318370215794672,0.0,1
330,-1.0,1,0.192217783647157,0.0,4
331,-1.0,1,0.1912566947289212,0.0,1
332,0.16666666666666674,1,0.1903004112552766,0.0,8
333,-1.0,1,0.18934890919900021,0.0,5
334,-1.0,1,0.18840216465300522,0.0,5
335,-1.0,1,0.18746015382974018,0.0,7
336,4.0,-2,0.1865228530605915,0.0,3
337,1.0,1,0.18559023879528855,0.0,6
338,-1.0,1,0.1846622876013121,0.0,8
339,-1.0,1,0.18373897616330553,0.0,5
340,-1.0,1,0.182820281282489,0.0,2
341,2.6666666666666665,-2,0.18190617987607657,0.0,8
342,-1.0,1,0.18099664897669618,0.0,4
343,1.0,1,0.1800916657318127,0.0,3
344,-1.0,1,0.17919120740315364,0.0,3
345,-1.0,1,0.17829525136613786,0.0,1
346,3.5,-2,0.17740377510930716,0.0,4
347,-1.0,1,0.17651675623376062,0.0,2
348,-1.0,1,0.1756341724525918,0.0,6
349,-1.0,1,0.17475600159032884,0.0,3
350,-1.0,1,0.17388222158237718,0.0,6
351,3.142857142857143,-2,0.1730128104744653,0.0,9
352,-1.0,1,0.17214774642209296,0.0,9
353,-1.0,1,0.1712870076899825,0.0,5
354,-1.0,1,0.17043057265153258,0.0,3
355,-1.0,1,0.16957841978827493,0.0,4
356,-1.0,1,0.16873052768933355,0.0,3
357,-1.0,1,0.1678868750508869,0.0,3
358,-1.0,1,0.16704744067563246,0.0,3
359,-1.0,1,0.1662122034722543,0.0,1
360,1.0,1,0.16538114245489302,0.0,13
361,1.0,1,0.16455423674261854,0.0,12
362,0.5,1,0.16373146555890544,0.0,4
363,-1.0,1,0.16291280823111093,0.0,7
364,-1.0,1,0.16209824418995536,0.0,4
365,2.666666666666667,-2,0.16128775296900558,0.0,10
366,0.1428571428571428,1,0.16048131420416054,0.0,11
367,3.25,-2,0.15967890763313974,0.0,6
368,-1.0,1,0.15888051309497406,0.0,1
369,1.0,1,0.1580861105294992,0.0,5
370,3.333333333333333,-2,0.1572956799768517,0.0,5
371,0.25,1,0.15650920157696743,0.0,7
372,-1.0,1,0.1557266555690826,0.0,5
373,1.0,1,0.1549480222912372,0.0,4
374,3.125,-2,0.15417328217978102,0.0,11
375,-1.0,1,0.1534024157688821,0.0,4
376,-1.0,1,0.1526354036900377,0.0,2
377,-1.0,1,0.1518722266715875,0.0,3
378,0.19999999999999996,1,0.15111286553822956,0.0,7
379,-1.0,1,0.15035730121053842,0.0,8
380,-1.0,1,0.14960551470448571,0.0,7
381,1.0,1,0.14885748713096328,0.0,4
382,-1.0,1,0.14811319969530845,0.0,8
383,0.1428571428571428,1,0.1473726336968319,0.0,11
384,-1.0,1,0.14663577052834775,0.0,5
385,-1.0,1,0.14590259167570602,0.0,1
386,2.642857142857143,-2,0.1451730787173275,0.0,11
387,1.0,1,0.14444721332374086,0.0,7
388,2.666666666666667,-2,0.14372497725712216,0.0,10
389,-1.0,1,0.14300635237083656,0.0,1
390,-1.0,1,0.14229132060898236,0.0,2
391,1.0,1,0.14157986400593744,0.0,8
392,0.16666666666666674,1,0.14087196468590776,0.0,9
393,-1.0,1,0.14016760486247823,0.0,2
394,3.166666666666667,-2,0.13946676683816583,0.0,9
395,-1.0,1,0.138769433003975,0.0,8
396,-1.0,1,0.13807558583895513,0.0,4
397,-1.0,1,0.13738520790976036,0.0,1
398,-1.0,1,0.13669828187021155,0.0,2
399,-1.0,1,0.13601479046086049,0.0,4
400,-1.0,1,0.1353347165085562,0.0,2
401,-1.0,1,0.1346580429260134,0.0,2
402,-1.0,1,0.13398475271138335,0.0,2
403,-1.0,1,0.13331482894782642,0.0,2
404,-1.0,1,0.13264825480308728,0.0,2
405,1.0,1,0.13198501352907185,0.0,6
406,-1.0,1,0.1313250884614265,0.0,1
407,3.5,-2,0.13066846301911936,0.0,4
408,-1.0,1,0.13001512070402377,0.0,2
409,-1.0,1,0.12936504510050365,0.0,5
410,0.5,1,0.12871821987500112,0.0,5
411,-1.0,1,0.12807462877562611,0.0,4
412,2.75,-2,0.12743425563174798,0.0,8
413,-1.0,1,0.12679708435358925,0.0,3
414,-1.0,1,0.1261630989318213,0.0,1
415,-1.0,1,0.1255322834371622,0.0,3
416,-1.0,1,0.12490462201997637,0.0,2
417,1.0,1,0.1242800989098765,0.0,10
418,-1.0,1,0.12365869841532712,0.0,6
419,-1.0,1,0.12304040492325048,0.0,2
420,-1.0,1,0.12242520289863423,0.0,2
421,1.0,1,0.12181307688414106,0.0,8
422,1.0,1,0.12120401149972035,0.0,4
423,-1.0,1,0.12059799144222175,0.0,4
424,-1.0,1,0.11999500148501063,0.0,1
425,2.7,-2,0.11939502647758558,0.0,9
426,-1.0,1,0.11879805134519765,0.0,1
427,-1.0,1,0.11820406108847166,0.0,4
428,-1.0,1,0.1176130407830293,0.0,2
429,-1.0,1,0.11702497557911415,0.0,2
430,1.0,1,0.11643985070121858,0.0,5
431,-1.0,1,0.11585765144771248,0.0,1
432,-1.0,1,0.11527836319047392,0.0,3
433,-1.0,1,0.11470197137452155,0.0,6
434,-1.0,1,0.11412846151764894,0.0,4
435,-1.0,1,0.1135578192100607,0.0,1
436,-1.0,1,0.11299003011401039,0.0,1
437,-1.0,1,0.11242507996344034,0.0,2
438,3.5,-2,0.11186295456362313,0.0,4
439,0.08333333333333326,1,0.11130363979080501,0.0,14
440,-1.0,1,0.11074712159185099,0.0,1
441,-1.0,1,0.11019338598389174,0.0,4
442,-1.0,1,0.10964241905397228,0.0,1
443,-1.0,1,0.10909420695870241,0.0,2
444,-1.0,1,0.1085487359239089,0.0,1
445,-1.0,1,0.10800599224428936,0.0,1
446,1.0,1,0.10746596228306791,0.0,3
447,3.25,-2,0.10692863247165257,0.0,6
448,-1.0,1,0.1063939893092943,0.0,4
449,-1.0,1,0.10586201936274783,0.0,2
450,-1.0,1,0.10533270926593409,0.0,1
451,3.5,-2,0.10480604571960442,0.0,5
452,0.125,1,0.1042820154910064,0.0,19
453,0.33333333333333326,1,0.10376060541355137,0.0,6
454,1.0,1,0.1032418023864836,0.0,4
455,1.0,1,0.10272559337455119,0.0,4
456,0.33333333333333326,1,0.10221196540767843,0.0,8
457,-1.0,1,0.10170090558064004,0.0,3
458,0.19999999999999996,1,0.10119240105273684,0.0,10
459,1.0,1,0.10068643904747315,0.0,2
460,3.083333333333333,-2,0.10018300685223579,0.0,15
461,-1.0,1,0.0996820918179746,0.0,5
462,-1.0,1,0.09918368135888474,0.0,1
463,-1.0,1,0.09868776295209031,0.0,2
464,-1.0,1,0.09819432413732986,0.0,1
465,-1.0,1,0.09770335251664321,0.0,4
466,0.33333333333333326,1,0.09721483575406,0.0,5
467,-1.0,1,0.09672876157528969,0.0,1
468,2.5,-2,0.09624511776741324,0.0,10
469,-1.0,1,0.09576389217857617,0.0,2
470,-1.0,1,0.09528507271768329,0.0,5
471,-1.0,1,0.09480864735409487,0.0,1
472,-1.0,1,0.0943346041173244,0.0,2
473,-1.0,1,0.09386293109673778,0.0,7
474,-1.0,1,0.09339361644125409,0.0,2
475,0.19999999999999996,1,0.09292664835904782,0.0,10
476,-1.0,1,0.09246201511725258,0.0,3
477,4.0,-2,0.09199970504166631,0.0,3
478,-1.0,1,0.09153970651645797,0.0,1
479,2.290909090909091,-2,0.09108200798387568,0.0,18
480,-1.0,1,0.0906265979439563,0.0,1
481,-1.0,1,0.09017346495423652,0.0,8
482,-1.0,1,0.08972259762946533,0.0,4
483,-1.0,1,0.089273984641318,0.0,3
484,2.416666666666667,-2,0.0888276147181114,0.0,12
485,-1.0,1,0.08838347664452084,0.0,1
486,-1.0,1,0.08794155926129824,0.0,5
487,-1.0,1,0.08750185146499175,0.0,4
488,-1.0,1,0.08706434220766679,0.0,2
489,-1.0,1,0.08662902049662846,0.0,1
490,3.333333333333333,-2,0.08619587539414532,0.0,5
491,-1.0,1,0.08576489601717459,0.0,1
492,-1.0,1,0.08533607153708872,0.0,4
493,-1.0,1,0.08490939117940327,0.0,1
494,-1.0,1,0.08448484422350626,0.0,2
495,-1.0,1,0.08406242000238873,0.0,1
496,3.125,-2,0.08364210790237678,0.0,10
497,-1.0,1,0.0832238973628649,0.0,2
498,-1.0,1,0.08280777787605056,0.0,3
499,-1.0,1,0.08239373898667031,0.0,2
500,0.33333333333333326,1,0.08198177029173696,0.0,5
501,1.0,1,0.08157186144027828,0.0,4
502,0.33333333333333326,1,0.0811640021330769,0.0,7
503,-1.0,1,0.08075818212241151,0.0,1
504,-1.0,1,0.08035439121179945,0.0,3
505,1.0,1,0.07995261925574046,0.0,6
506,1.0,1,0.07955285615946175,0.0,4
507,-1.0,1,0.07915509187866444,0.0,10
508,2.6666666666666665,-2,0.07875931641927113,0.0,8
509,-1.0,1,0.07836551983717477,0.0,8
510,1.0,1,0.07797369223798889,0.0,2
511,-1.0,1,0.07758382377679894,0.0,3
512,-1.0,1,0.07719590465791494,0.0,2
513,-1.0,1,0.07680992513462537,0.0,1
514,-1.0,1,0.07642587550895225,0.0,3
515,-1.0,1,0.07604374613140748,0.0,3
516,-1.0,1,0.07566352740075044,0.0,2
517,-1.0,1,0.07528520976374668,0.0,2
518,3.333333333333333,-2,0.07490878371492794,0.0,6
519,2.283333333333333,-2,0.0745342397963533,0.0,19
520,-1.0,1,0.07416156859737154,0.0,4
521,4.0,-2,0.07379076075438468,0.0,3
522,-1.0,1,0.07342180695061275,0.0,6
523,-1.0,1,0.07305469791585968,0.0,7
524,-1.0,1,0.07268942442628039,0.0,1
525,2.5,-2,0.07232597730414898,0.0,10
526,-1.0,1,0.07196434741762824,0.0,1
527,0.125,1,0.0716045256805401,0.0,13
528,-1.0,1,0.0712465030521374,0.0,1
529,-1.0,1,0.0708902705368767,0.0,2
530,-1.0,1,0.07053581918419231,0.0,6
531,0.5,1,0.07018314008827135,0.0,9
532,-1.0,1,0.06983222438783,0.0,5
533,0.25,1,0.06948306326589085,0.0,6
534,4.0,-2,0.0691356479495614,0.0,2
535,-1.0,1,0.06878996970981359,0.0,4
536,-1.0,1,0.06844601986126451,0.0,3
537,-1.0,1,0.06810378976195819,0.0,5
538,-1.0,1,0.0677632708131484,0.0,2
539,-1.0,1,0.06742445445908266,0.0,3
540,-1.0,1,0.06708733218678724,0.0,5
541,-1.0,1,0.0667518955258533,0.0,3
542,-1.0,1,0.06641813604822402,0.0,1
543,0.33333333333333326,1,0.0660860453679829,0.0,7
544,0.19999999999999996,1,0.06575561514114299,0.0,12
545,-1.0,1,0.06542683706543727,0.0,1
546,-1.0,1,0.06509970288011008,0.0,1
547,-1.0,1,0.06477420436570952,0.0,3
548,0.33333333333333326,1,0.06445033334388098,0.0,7
549,1.0,1,0.06412808167716157,0.0,3
550,-1.0,1,0.06380744126877576,0.0,2
551,-1.0,1,0.06348840406243188,0.0,7
552,4.0,-2,0.06317096204211972,0.0,4
553,-1.0,1,0.06285510723190912,0.0,2
554,-1.0,1,0.06254083169574957,0.0,2
555,0.5,1,0.062228127537270826,0.0,6
556,-1.0,1,0.06191698689958447,0.0,3
557,0.19999999999999996,1,0.061607401965086545,0.0,7
558,1.0,1,0.06129936495526111,0.0,3
559,-1.0,1,0.0609928681304848,0.0,7
560,0.5,1,0.060687903789832374,0.0,8
561,-1.0,1,0.06038446427088321,0.0,2
562,-1.0,1,0.06008254194952879,0.0,2
563,0.1428571428571428,1,0.05978212923978115,0.0,10
564,2.533333333333333,-2,0.05948321859358224,0.0,10
565,0.5,1,0.05918580250061433,0.0,4
566,-1.0,1,0.058889873488111255,0.0,1
567,-1.0,1,0.058595424120670696,0.0,1
568,-1.0,1,0.05830244700006734,0.0,2
569,-1.0,1,0.058010934765067,0.0,2
570,-1.0,1,0.05772088009124167,0.0,2
571,1.0,1,0.05743227569078546,0.0,2
572,1.0,1,0.05714511431233153,0.0,2
