avg_attacker_episode_rewards,avg_defender_episode_rewards,avg_episode_steps,epsilon_values,hack_probability,attacker_cumulative_reward,defender_cumulative_reward,avg_episode_loss_attacker,avg_episode_loss_defender,lr_list,cumulative_hack_probability
-1.0,1.0,5.0,1,0.0,0,0,0.0,0.0,0.0005,0.0
-0.1440198412698413,0.64,4.72,0.9900493386913721,0.12,-13.401984126984136,63,0.0,0.0,0.0005,0.1188118811881188
-0.06468253968253969,0.55,4.35,0.980197693043223,0.15,-19.870238095238108,118,0.0,0.0,0.0005,0.13432835820895522
0.007734126984126974,0.61,4.86,0.970444077784251,0.13,-19.09682539682541,179,0.0,0.0,0.0005,0.132890365448505
-0.13607142857142857,0.64,4.05,0.9607875174472562,0.12,-32.703968253968256,243,0.0,0.0,0.0005,0.12967581047381546
-0.07488095238095241,0.7,4.59,0.9512270462715811,0.1,-40.19206349206347,313,0.0,0.0,0.0005,0.12375249500998003
-0.22415440115440116,0.73,4.95,0.9417617081065252,0.09,-62.607503607503546,386,0.0,0.0,0.0005,0.11813643926788686
-0.010380591630591643,0.49,4.96,0.9323905563157222,0.17,-64.81222943722935,435,0.0,0.0,0.0005,0.12553495007132667
0.005079365079365079,0.52,4.41,0.9231126536824614,0.16,-63.13762626262615,487,0.0,0.0,0.0005,0.12983770287141075
0.2272175642984466,0.37,4.79,0.9139270723159584,0.21,-40.41586983278146,524,0.0,0.0,0.0005,0.13873473917869034
-0.33392918192918203,0.73,4.11,0.9048328935585562,0.09,-73.80878802569966,597,0.0,0.0,0.0005,0.13386613386613386
-0.0674847374847375,0.76,5.34,0.8958292078938495,0.08,-79.5572617741734,672,0.0,0.0,0.0005,0.12897366030881016
0.038551587301587295,0.58,4.43,0.886915114855721,0.14,-75.70210304401468,730,0.0,0.0,0.0005,0.1298917568692756
0.04400732600732599,0.61,4.91,0.8780897229382887,0.13,-71.3013704432821,791,0.0,0.0,0.0005,0.1299000768639508
0.25603571428571426,0.4,4.92,0.8693521495067424,0.2,-47.197799014710654,831,0.0,0.0,0.0005,0.1349036402569593
-0.4100753968253968,0.85,4.71,0.8607015207090729,0.05,-87.81644980836145,916,0.0,0.0,0.0005,0.12924716855429713
-0.31439285714285714,0.7,4.42,0.8521369713886755,0.1,-120.14462441153607,986,0.0,0.0,0.0005,0.127420362273579
0.11075432900432897,0.52,4.8,0.843657644997827,0.16,-108.26919151110317,1038,0.0,0.0,0.0005,0.12933568489124045
0.14911111111111108,0.55,4.9,0.8352626935120188,0.15,-92.1580803999921,1093,0.0,0.0,0.0005,0.13048306496390893
-0.27798809523809526,0.76,4.86,0.8269512773451482,0.08,-119.95688992380163,1169,0.0,0.0,0.0005,0.12782745923198316
-0.0694166666666667,0.7,4.07,0.8187225652655491,0.1,-126.89855659046832,1239,0.0,0.0,0.0005,0.12643678160919541
-0.109991341991342,0.61,4.44,0.8105757343128605,0.13,-136.89769078960256,1299,0.0,0.0,0.0005,0.12660637791527843
-0.00017821067821068847,0.58,5.01,0.8025099697157205,0.14,-136.9155118574236,1357,0.0,0.0,0.0005,0.12721490231712856
