avg_attacker_episode_rewards,avg_defender_episode_rewards,avg_episode_steps,epsilon_values,hack_probability,attacker_cumulative_reward,defender_cumulative_reward,avg_episode_loss_attacker,avg_episode_loss_defender,lr_list,cumulative_hack_probability
0.33333333333333326,1.0,11.0,1,0.0,0,0,0.0,0.0,0.0005,0.0
0.016206349206349176,0.58,4.21,0.9900493386913721,0.14,0.6206349206349211,57,0.0,0.0,0.0005,0.13861386138613863
-0.13448809523809524,0.64,4.08,0.980197693043223,0.12,-12.82817460317461,121,0.0,0.0,0.0005,0.12935323383084577
-0.1730873015873016,0.67,4.95,0.970444077784251,0.11,-29.279761904761912,188,0.0,0.0,0.0005,0.12292358803986711
-0.2294761904761905,0.64,4.01,0.9607875174472562,0.12,-51.084523809523795,252,0.0,0.0,0.0005,0.12219451371571072
-0.28400000000000003,0.7,3.87,0.9512270462715811,0.1,-79.48452380952381,322,0.0,0.0,0.0005,0.11776447105788423
-0.062365079365079394,0.58,4.44,0.9417617081065252,0.14,-85.72103174603177,380,0.0,0.0,0.0005,0.12146422628951747
-0.08232539682539683,0.67,4.71,0.9323905563157222,0.11,-95.95357142857144,447,0.0,0.0,0.0005,0.11982881597717546
0.008436868686868682,0.61,4.64,0.9231126536824614,0.13,-93.10988455988459,508,0.0,0.0,0.0005,0.12109862671660425
-0.12489285714285715,0.61,3.98,0.9139270723159584,0.13,-105.59917027417032,569,0.0,0.0,0.0005,0.1220865704772475
-0.352829365079365,0.76,4.33,0.9048328935585562,0.08,-140.88210678210683,645,0.0,0.0,0.0005,0.11788211788211789
-0.2241190476190477,0.61,3.84,0.8958292078938495,0.13,-164.29401154401162,705,0.0,0.0,0.0005,0.11898274296094459
-0.14156709956709956,0.7,5.09,0.886915114855721,0.1,-176.45072150072156,775,0.0,0.0,0.0005,0.11740216486261448
-0.054154761904761914,0.58,4.32,0.8780897229382887,0.14,-181.86619769119767,833,0.0,0.0,0.0005,0.1191391237509608
-0.37763852813852805,0.76,4.4,0.8693521495067424,0.08,-219.63005050505052,909,0.0,0.0,0.0005,0.11634546752319772
